Action,Lieux,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
Courrir,Maison,-0.014832,2.867783,-0.262634,2.262054,-0.527191,-0.997650,3.831451,1.771240,-2.268982,-3.096176,-0.512833,1.134384,5.506195,2.216553,-2.125320,-3.157227,-1.578247,1.655121,7.662170,6.053268,7.079437,7.248230,6.600601,10.196686,10.712631,10.596512,5.006058,11.412949,9.483215,6.106186,6.306107,9.397018,-0.415619,13.006287,10.069794,7.699539,8.992401,6.863953,-2.170563,11.763687,7.439346,5.758621,6.439774,7.386673,4.833252,4.884735,4.505249,3.529617,3.985718,8.911789,8.678345,5.447372,11.770462,4.504059,3.496094,7.648834,6.899460,4.510040,6.703125,8.206696,14.503952,15.874634,12.777740,19.845413,15.018692,14.483597,13.342758,16.713806,11.199951,11.921799,14.471619,15.978775,16.861038,19.726898,11.440567,12.191147,14.313614,13.029114,12.194733,26.023651
Ne rien faire,Maison,-2.252213,-0.078278,-0.691193,-0.933014,-0.526001,-0.613388,-1.252640,-1.703949,-1.343613,-0.898300,-1.261017,-0.936600,-1.871536,-1.344818,-0.977310,-1.033569,-0.472122,-0.247070,-0.089050,-0.300949,2.736359,2.472992,2.411942,2.504120,2.316177,2.117447,2.044434,1.966614,1.499756,1.577560,1.352509,1.157379,1.459045,1.285461,1.322586,1.635025,1.193298,1.571579,1.551224,1.648193,10.317184,8.924957,9.694687,10.039444,8.933334,9.540253,9.553421,9.784470,9.883835,9.553421,9.179932,9.904175,9.354706,10.228592,8.484421,10.295624,9.173950,10.223801,9.717438,9.756943,10.801331,11.319672,11.415436,11.610550,10.723511,11.044312,10.345215,10.047134,10.039978,10.232681,9.271423,10.124954,8.942215,10.169235,8.829697,10.897079,9.895126,11.548309,11.179611,11.104187
Ne rien faire,Maison,1.731735,2.299164,1.720963,1.753281,0.729767,1.215790,1.063751,-0.097443,1.922073,1.263672,1.236130,0.963196,0.631592,1.292404,0.964386,0.964386,1.017059,0.826721,0.847076,0.316757,9.711868,8.763763,8.905014,9.392242,9.466461,9.411392,9.078598,10.038666,8.824814,9.215057,8.799667,9.733414,9.578979,9.473633,9.649612,9.519135,9.332382,9.578979,9.589752,9.047470,2.316956,3.242310,3.364410,2.972961,3.287796,3.402725,3.117813,3.809738,2.398361,3.243515,2.944229,2.747910,2.834106,2.214005,2.830505,2.646164,2.674881,2.655731,2.282242,3.746292,13.760559,14.305237,13.990387,14.118484,13.484024,14.029907,13.260162,13.750961,13.145248,13.722244,12.980026,13.444519,13.044678,12.980042,13.444504,13.129684,13.024323,13.061432,12.719070,13.110519
Ne rien faire,Maison,0.000732,0.363449,0.252121,0.430481,0.464005,0.288025,0.517868,0.503510,0.662720,0.501114,0.447250,0.540619,0.797989,0.669907,0.754898,0.678284,0.637589,0.758484,0.841095,0.654343,9.522720,9.016342,9.329987,9.295273,9.286896,9.161194,9.424561,9.259354,9.290482,9.260559,9.425751,9.158798,9.031906,9.156403,8.960083,9.145630,9.237808,9.010361,9.188721,9.100143,3.706787,3.539200,3.454193,3.350052,3.461380,3.650528,3.405121,3.607422,3.350052,3.663696,3.502090,3.480530,4.040771,3.867203,3.632568,3.808548,3.694824,3.892334,3.801361,4.055145,13.230240,12.918991,13.036301,13.075806,13.212280,13.099747,13.347549,13.370285,13.303253,13.425369,13.375092,13.179947,13.870667,13.693512,13.347549,13.632462,13.570221,13.661179,13.831177,13.809631
Ne rien faire,Maison,0.809967,1.386963,1.185852,1.105652,1.001495,1.493515,1.291199,1.422882,1.117615,1.402527,1.457596,1.375000,1.379791,1.345078,1.252899,1.361832,1.206207,1.355850,1.002701,1.335495,9.525116,9.241394,9.326401,9.492798,9.498779,9.352737,9.248581,9.341965,9.589752,9.282104,9.165985,9.452087,9.298859,9.364700,9.310837,9.174362,9.383850,9.222244,9.338364,9.169571,3.345261,2.886780,3.360825,3.025635,3.017258,2.919098,2.840088,2.706009,2.862839,3.101059,3.123795,3.092682,2.944229,3.196823,3.044785,3.130981,2.931061,2.990921,3.699600,3.427856,13.680344,13.515137,13.873077,13.624084,13.517532,13.765350,13.379868,13.470856,13.570206,13.785690,13.747375,13.919769,13.622879,13.906601,13.608521,13.667175,13.521118,13.569016,14.040665,13.932922
Ne rien faire,Maison,0.653152,1.282822,1.118820,1.703003,0.820740,1.029037,0.806381,0.808762,0.893768,1.157120,1.027832,1.309158,0.292816,0.062973,0.614838,0.687866,0.595688,0.504700,-0.266235,1.266068,9.526306,9.037888,9.303650,8.860718,9.131271,9.351532,9.240204,9.370682,9.187531,9.114502,9.119293,9.036697,9.156403,9.423355,9.157608,9.072617,9.179153,9.023529,9.608917,8.906219,3.335693,2.928665,3.255478,3.717560,4.361603,3.494904,3.372803,3.488922,3.590668,3.640945,3.751083,3.740311,2.834106,3.916275,3.834885,3.718765,3.785797,3.745102,4.226334,3.332092,13.515152,13.249374,13.677948,14.281281,14.313614,13.875473,13.419388,13.668365,13.671967,13.912567,13.898209,14.086166,12.283325,13.402603,13.607330,13.479248,13.560638,13.273331,13.569016,13.504379
Ne rien faire,Maison,0.807571,0.865036,0.948822,1.002701,0.823135,1.106842,0.881790,0.958405,1.124802,0.948822,1.073334,1.134384,1.185852,1.001495,0.972778,1.171494,1.214584,1.024246,1.239731,1.292404,9.121689,9.101334,9.177948,9.146835,9.246185,8.906219,9.233017,9.218658,9.112106,9.246185,9.086975,9.095352,9.053452,9.034302,9.155212,8.984024,8.934937,9.229431,9.143234,8.847549,3.861221,3.530807,3.729538,3.394348,3.843262,3.584686,3.521240,3.636154,3.547577,3.800156,3.639755,3.703201,3.842056,3.879166,3.691223,3.679260,3.954590,4.279007,3.500885,3.664886,13.790482,13.497177,13.856308,13.543884,13.912582,13.597748,13.636047,13.813217,13.784485,13.995163,13.800064,13.932938,14.081360,13.914963,13.819214,13.834778,14.104111,14.532684,13.883850,13.804840
Ne rien faire,Maison,0.935669,1.286407,1.173889,1.130783,1.157120,1.175079,0.583710,1.158325,1.523438,0.825531,1.375000,1.189453,1.153534,1.528229,1.322327,1.312744,1.172684,1.067337,1.288803,1.343872,9.325195,9.097748,8.951706,9.388641,9.034302,8.931351,9.537079,9.145630,9.054657,9.562225,9.013947,9.181549,9.154007,9.022324,9.453293,9.247391,9.272522,9.503571,9.286896,9.231827,3.437439,3.457794,3.779816,3.470963,3.624191,3.731934,3.626587,3.370407,3.084290,3.481735,3.504471,3.332092,3.409912,3.815720,3.176468,3.265060,3.212387,3.079514,3.172882,3.312943,13.698303,13.841949,13.905411,13.990387,13.815613,13.838364,13.747375,13.674362,13.662384,13.869492,13.893417,13.703094,13.717453,14.366272,13.952087,13.825195,13.657593,13.650421,13.748581,13.888641
Ne rien faire,Maison,1.214584,1.522247,1.194229,1.360626,1.127197,1.070938,1.050583,1.353455,1.171494,1.184662,1.073334,1.227753,1.170288,1.415695,1.222961,1.439636,1.257675,1.400131,1.222961,1.185852,9.138443,8.948105,9.180344,9.137253,9.021133,9.213867,9.189926,9.051056,9.337173,9.229431,9.206680,9.363510,9.132462,9.156403,9.344345,9.018738,9.282104,9.092957,9.212677,9.217453,3.729538,3.636154,3.546371,3.482925,3.770233,3.375198,3.547577,3.567917,3.435043,3.309357,3.542786,3.356033,3.621796,3.447021,3.424271,3.470963,3.424271,3.466171,3.487717,3.413498,14.082565,14.106506,13.920944,13.980804,13.918564,13.660004,13.788086,13.972427,13.943710,13.723450,13.822800,13.947296,13.924545,14.019119,13.991577,13.929337,13.964050,13.959259,13.923355,13.816803
Ne rien faire,Maison,0.645966,1.321121,0.692657,1.093674,0.568146,1.318741,0.514282,1.019455,0.727371,1.027832,0.839890,0.862640,0.897354,0.917709,0.847076,0.924881,0.859055,0.885376,0.876999,0.872208,4.000488,4.571503,5.016830,4.468567,4.966553,4.132172,5.077881,4.865997,4.929443,4.759460,4.809738,4.826492,4.842056,4.827682,4.867188,4.831284,4.851639,4.802551,4.822906,4.861206,8.458084,8.209091,8.570602,8.620880,8.363510,8.613708,8.646027,8.657990,8.654404,8.640045,8.596939,8.663986,8.611313,8.561035,8.669968,8.626877,8.586166,8.624481,8.657990,8.727432,13.104538,14.101715,14.280090,14.183121,13.898209,14.064621,14.238190,14.543442,14.311218,14.427338,14.246567,14.353119,14.350723,14.306427,14.384232,14.383041,14.296860,14.312408,14.357895,14.460846
Ne rien faire,Maison,0.787216,0.888977,0.792007,0.855453,0.744125,0.884186,0.772858,0.844681,0.768066,0.916504,0.827927,0.873413,0.806381,0.837494,0.880600,0.850662,0.876999,0.837494,0.847076,0.865036,4.924652,4.819305,4.892334,4.803741,4.857620,4.772629,4.876770,4.813324,4.880356,4.779800,4.794174,4.770233,4.846848,4.819305,4.795364,4.831284,4.803741,4.826492,4.813324,4.821701,8.624481,8.665176,8.612503,8.754959,8.564621,8.653214,8.607712,8.668777,8.577789,8.630463,8.634048,8.565826,8.552658,8.669968,8.583771,8.592163,8.648422,8.611313,8.646027,8.663986,14.336349,14.373459,14.296844,14.414154,14.166367,14.310028,14.257339,14.326782,14.226212,14.326767,14.256149,14.209473,14.205887,14.326767,14.259735,14.274109,14.329163,14.275299,14.306427,14.350723
Ne rien faire,Maison,0.759689,0.886581,0.797989,0.845886,0.826721,0.850662,0.819550,0.829117,0.835098,0.831512,0.830322,0.819550,0.806381,0.837494,0.839890,0.855453,0.812363,0.814758,0.766876,0.843491,4.875580,4.751068,4.816910,4.822906,4.842056,4.814514,4.825302,4.818115,4.837265,4.909088,4.848038,4.855225,4.871979,4.815720,4.821701,4.819305,4.843246,4.784592,4.845642,4.802551,8.567017,8.618500,8.628067,8.610107,8.624481,8.620880,8.623276,8.636444,8.685532,8.508362,8.644821,8.674759,8.595749,8.647217,8.588562,8.617294,8.620880,8.683136,8.550262,8.641235,14.202286,14.256149,14.242966,14.278900,14.293259,14.286057,14.268127,14.283676,14.357895,14.248962,14.323181,14.349533,14.274109,14.300430,14.250153,14.292053,14.276489,14.282486,14.162781,14.287277
Ne rien faire,Maison,0.777649,0.898544,0.702225,0.891373,0.750107,0.869827,0.803986,0.856659,0.763275,0.784821,0.819550,0.812363,0.825531,0.832718,0.829117,0.837494,0.758484,0.824326,0.799194,0.813553,4.781006,4.746292,4.904297,4.800156,4.894730,4.822906,4.826492,4.785797,4.850433,4.860016,4.839661,4.870789,4.820511,4.852829,4.843246,4.848038,4.891129,4.819305,4.837265,4.844452,8.638840,8.622086,8.641235,8.626877,8.586166,8.596939,8.604126,8.625671,8.616104,8.555054,8.626877,8.565826,8.613708,8.604126,8.617294,8.695114,8.545471,8.616104,8.625671,8.616104,14.197495,14.266922,14.247757,14.318405,14.231003,14.289673,14.234604,14.268127,14.229813,14.199890,14.286087,14.248978,14.259750,14.289673,14.289658,14.380646,14.195084,14.259735,14.262131,14.274109
Ne rien faire,Maison,0.835098,0.770462,0.847076,0.787216,0.765671,0.820740,0.887772,0.782425,0.778839,0.821930,0.788422,0.940445,0.796799,0.808762,0.837494,0.831512,0.724976,0.920105,0.790817,0.718979,4.922256,4.918671,4.828888,4.868393,4.832474,4.798965,4.809738,4.865997,4.869583,4.850433,4.848038,4.746292,4.807343,4.812134,4.858810,4.865997,4.959366,4.779800,4.895920,4.919861,8.557434,8.638840,8.613708,8.582581,8.647217,8.588562,8.527512,8.589767,8.657990,8.606522,8.583771,8.545471,8.589767,8.668777,8.594543,8.575394,8.637650,8.679550,8.541885,8.572998,14.314789,14.327972,14.289673,14.238190,14.245361,14.208267,14.225021,14.238190,14.306412,14.278885,14.220230,14.232208,14.193909,14.289673,14.290848,14.272903,14.321991,14.379456,14.228622,14.211838
Ne rien faire,Maison,0.769272,0.770462,0.836304,0.734543,0.835098,0.771652,0.812363,0.803986,0.792007,0.826721,0.806381,0.760880,0.796799,0.776443,0.772858,0.724976,0.827927,0.795593,0.794403,0.772858,4.833679,4.862411,4.828888,4.910294,4.790573,4.874374,4.839661,4.816910,4.868393,4.855225,4.849243,4.891129,4.858810,4.882751,4.802551,4.889938,4.828888,4.851639,4.871979,4.861206,8.539490,8.594543,8.640045,8.533493,8.640045,8.586166,8.545471,8.618500,8.578995,8.594543,8.630463,8.580185,8.613708,8.584976,8.691513,8.553848,8.624481,8.606522,8.583771,8.590958,14.142441,14.227417,14.305237,14.178329,14.265717,14.232193,14.197495,14.239395,14.239395,14.276489,14.286087,14.232193,14.269318,14.244171,14.266922,14.168762,14.281296,14.253754,14.250153,14.225021
Ne rien faire,Maison,0.705811,0.854263,0.744125,0.803986,0.757294,0.824326,0.771652,0.757294,0.799194,0.796799,0.781235,0.801590,0.792007,0.818344,0.764481,0.795593,0.772858,0.782425,0.794403,0.796799,4.891129,4.813324,4.869583,4.862411,4.904297,4.825302,4.809738,4.875580,4.843246,4.854019,4.861206,4.846848,4.904297,4.858810,4.959366,4.848038,4.880356,4.879166,4.881561,4.855225,8.495193,8.672363,8.599335,8.608917,8.558640,8.623276,8.669968,8.550262,8.607712,8.610107,8.581375,8.616104,8.582581,8.666382,8.489212,8.649612,8.604126,8.588562,8.608917,8.620880,14.092133,14.339951,14.213043,14.275314,14.220230,14.272903,14.251358,14.183136,14.250153,14.260925,14.223816,14.264542,14.278885,14.343536,14.213058,14.293243,14.257339,14.250153,14.284882,14.272903
Ne rien faire,Maison,1.110443,0.607651,1.041000,0.636383,0.912918,0.628006,1.030228,0.854263,0.759689,0.839890,0.800385,0.802780,0.860245,0.861435,0.736938,0.819550,0.780045,1.023056,0.817154,0.911713,4.723541,5.034790,4.716354,5.057526,4.819305,5.000076,4.742691,4.871979,4.966553,5.001266,4.895920,4.904297,4.899521,4.854019,4.955780,4.865997,4.894730,4.743896,4.877975,4.863602,8.667572,8.351532,8.655609,8.398224,8.686722,8.545471,8.580185,8.547867,8.698700,8.479630,8.629272,8.593353,8.437729,8.654404,8.525116,8.623276,8.602936,8.363510,8.598145,8.586166,14.501556,13.993973,14.412964,14.092133,14.418945,14.173553,14.353104,14.274109,14.424942,14.320786,14.325577,14.300430,14.197495,14.369858,14.217834,14.308823,14.277710,14.130463,14.293274,14.361481
Ne rien faire,Maison,0.820740,0.863831,0.736938,0.835098,0.774048,0.878204,0.721375,0.916504,0.745316,0.818344,0.799194,0.832718,0.771652,0.838699,0.826721,0.813553,0.747711,0.818344,0.807571,0.814758,4.918671,4.831284,4.923462,4.845642,4.935425,4.821701,4.971344,4.816910,4.942612,4.888748,4.905502,4.862411,4.917465,4.886353,4.883957,4.906693,4.941422,4.865997,4.886353,4.828888,8.438934,8.695114,8.589767,8.711868,8.474838,8.644821,8.515549,8.634048,8.586166,8.592163,8.590958,8.665176,8.497589,8.592163,8.596939,8.571808,8.569412,8.616104,8.511948,8.649612,14.178345,14.390228,14.250168,14.392609,14.184311,14.344727,14.208267,14.367462,14.274094,14.299255,14.295654,14.360306,14.186707,14.317215,14.307617,14.292053,14.258545,14.300446,14.205872,14.293259
Ne rien faire,Maison,0.691452,0.863831,0.778839,0.854263,0.740540,0.839890,0.777649,0.829117,0.701035,0.833908,0.806381,0.796799,0.752502,0.808762,0.780045,0.757294,0.793213,0.759689,0.833908,0.766876,4.885147,4.886353,4.912689,4.875580,4.950989,4.852829,4.925858,4.892334,4.941422,4.860016,4.894730,4.897125,4.927048,4.892334,4.922256,4.962967,4.955780,4.895920,4.891129,4.959366,8.692719,8.414978,8.601730,8.644821,8.497589,8.656799,8.514343,8.648422,8.634048,8.510757,8.570602,8.590958,8.570602,8.595749,8.635254,8.632858,8.538284,8.614899,8.582581,8.550262,14.269318,14.165161,14.293259,14.374664,14.189117,14.349518,14.217850,14.369873,14.276505,14.204681,14.271713,14.284882,14.250153,14.296844,14.337555,14.353119,14.287277,14.270508,14.307617,14.276505
Ne rien faire,Maison,0.657928,0.942841,0.663925,0.881790,0.697433,0.878204,0.782425,0.859055,0.695038,0.893768,0.730957,0.829117,0.748917,0.806381,0.760880,0.756104,0.769272,0.879395,0.740540,0.793213,5.068314,4.784592,4.983307,4.848038,4.972534,4.831284,4.928253,4.861206,5.006058,4.879166,4.964157,4.888748,4.927048,4.900711,4.948593,5.049149,4.917465,4.861206,4.965363,4.924652,8.553848,8.666382,8.479630,8.626877,8.515549,8.635254,8.447311,8.616104,8.531097,8.599335,8.552658,8.589767,8.564621,8.610107,8.789673,8.477234,8.593353,8.567017,8.544266,8.612503,14.280090,14.393814,14.126862,14.356705,14.185516,14.344742,14.157990,14.336365,14.232193,14.372269,14.247772,14.307632,14.240585,14.317200,14.499146,14.282486,14.280090,14.307617,14.250168,14.330368
Ne rien faire,Maison,0.847076,0.724976,0.758484,0.812363,0.790817,0.776443,0.715393,0.841095,0.720184,0.819550,0.738144,0.849472,0.734543,0.765671,0.811157,0.787216,0.781235,0.783630,0.788422,0.806381,4.868393,4.903107,4.954590,4.891129,4.943802,4.982117,4.958176,4.873184,4.955780,4.867188,4.937820,4.873184,4.917465,4.943802,4.911484,4.928253,4.904297,4.916275,4.905502,4.924652,8.618500,8.667572,8.610107,8.667572,8.588562,8.521530,8.606522,8.584976,8.531097,8.625671,8.555054,8.564621,8.576599,8.537094,8.586166,8.593353,8.574203,8.559830,8.594543,8.516739,14.333969,14.295654,14.323181,14.371063,14.323181,14.280090,14.280090,14.299255,14.207062,14.312408,14.231018,14.287277,14.228607,14.246567,14.308807,14.308823,14.259735,14.259735,14.288467,14.247772
Ne rien faire,Maison,0.733353,0.879395,0.683075,0.832718,0.720184,0.867432,0.704620,0.801590,0.770462,0.799194,0.690262,0.771652,0.753708,0.803986,0.748917,0.763275,0.778839,0.819550,0.765671,0.753708,4.873184,4.796570,4.998871,4.857620,4.967758,4.897125,4.985703,4.858810,4.927048,4.905502,4.949799,4.983307,4.899521,4.909088,4.958176,4.921066,4.915085,4.881561,4.942612,4.966553,8.400620,8.713058,8.558640,8.539490,8.547867,8.567017,8.491592,8.636444,8.550262,8.599335,8.647217,8.540680,8.599335,8.551453,8.543076,8.572998,8.568207,8.525116,8.540680,8.569412,14.007156,14.389023,14.240585,14.229828,14.235809,14.331573,14.181915,14.296844,14.247772,14.304031,14.287277,14.295639,14.252563,14.264526,14.250168,14.257339,14.262131,14.226227,14.248962,14.289673
Ne rien faire,Maison,0.460419,0.054596,0.279648,-0.231506,0.380203,-1.012024,0.325134,0.760880,0.896164,0.034241,0.332321,0.565750,0.163528,0.566956,0.499924,0.481964,0.742935,0.389786,0.887772,0.425690,8.948105,9.285690,9.286896,9.084579,9.114502,9.793259,8.715866,8.972046,9.369492,9.239014,9.070221,9.254562,9.514343,9.060638,9.420959,9.407791,8.997192,9.258163,9.306046,9.329987,3.177673,4.355621,3.978531,3.321320,3.931839,3.826492,4.149719,3.159714,3.418289,3.633759,3.588272,3.277023,3.512863,3.794174,2.940643,3.769043,3.888748,3.056763,3.917480,3.810928,12.586197,13.695908,13.545074,12.174393,13.426544,12.607727,13.190720,12.892639,13.683945,12.907013,12.990814,13.097336,13.190735,13.421768,12.861526,13.658798,13.628876,12.704712,14.111298,13.566605
Ne rien faire,Maison,0.491531,0.733353,0.316757,0.012695,0.204239,0.568146,0.395767,0.428085,0.191071,0.112061,0.231766,0.369431,0.583710,0.025864,0.167130,-0.049545,-0.083069,0.329926,0.007904,0.465195,9.015152,9.321609,9.454483,9.048660,9.046280,9.383850,9.223450,9.091766,9.365906,9.171967,9.367096,9.236618,9.148026,9.490402,9.192322,9.249786,9.599335,9.304840,9.362305,9.368286,3.710373,3.806152,3.577499,3.447021,3.079514,3.569122,3.509262,3.751083,3.394348,3.792984,3.110626,3.492508,3.577499,3.286606,3.650528,3.401520,3.788193,3.194427,3.114227,3.068726,13.217056,13.861115,13.348740,12.508377,12.330032,13.521118,13.128479,13.270935,12.951324,13.077011,12.709488,13.098557,13.309235,12.802872,13.009979,12.601761,13.304459,12.829193,12.484436,12.902206
Ne rien faire,Maison,0.298798,-0.078278,-0.327286,0.477173,0.234161,-0.310516,0.009109,-0.006454,0.080933,0.159943,-0.061523,0.125229,-0.036377,-0.124969,0.049805,-0.080673,-0.059128,0.193466,-0.066315,-0.171661,9.301254,9.248581,9.503571,9.034302,9.507156,9.151611,9.170776,9.406601,9.180344,9.312027,9.377869,9.285690,9.508347,9.274918,9.419769,9.458069,9.222244,9.272522,9.474838,9.358719,3.162109,3.412308,3.430252,3.673264,3.534409,3.740311,3.253082,3.794174,3.323715,3.205200,3.306961,3.469757,2.989731,3.322525,3.205200,3.072327,3.212387,2.846069,3.463776,3.383575,12.762161,12.582611,12.606537,13.184738,13.275726,12.581406,12.432968,13.194321,12.584991,12.677170,12.623306,12.880676,12.461700,12.472473,12.674774,12.449722,12.375504,12.312057,12.872299,12.570633
Ne rien faire,Maison,0.114456,-0.148911,-0.348831,-0.541565,-0.411072,-0.664856,-0.657684,-0.109406,-0.075882,-0.583466,0.164734,0.131210,-0.401505,-0.069901,-0.045959,-0.194397,0.072556,0.034241,-0.162079,-0.116592,8.849945,9.015152,9.071411,9.357513,9.222244,9.425751,9.361115,9.288086,9.410187,9.456879,9.278503,9.431732,9.557434,9.429352,9.477234,9.458069,9.398224,9.412582,9.455688,9.370682,4.900299,3.413498,3.922272,3.485321,3.407516,3.626587,3.105850,3.105850,3.110626,3.308151,3.165695,2.852051,2.999298,3.256683,3.090286,2.984940,3.020844,3.134567,2.987335,3.018448,13.864700,12.279739,12.644852,12.301270,12.218689,12.387482,11.809280,12.284531,12.444931,12.181564,12.608932,12.414993,12.155228,12.616135,12.521561,12.248611,12.491623,12.581390,12.280945,12.272537
Ne rien faire,Maison,-0.281784,-0.110611,-0.354813,-0.667252,-0.782181,-0.843231,-0.548737,-0.224335,-0.450577,-0.339249,-0.193207,-0.391922,-0.485291,-0.214752,-0.292557,-0.551132,-0.296158,-0.226730,-0.645706,-0.265030,9.369492,9.341965,9.395828,9.546661,9.395828,9.528702,9.401810,9.368286,9.569412,9.563416,9.497574,9.578979,9.605316,9.480820,9.465256,9.705872,9.471237,9.399414,9.654404,9.455688,2.878387,2.568344,3.012466,2.995712,3.491302,3.204010,3.217178,2.817337,2.245132,2.544403,2.579117,2.611435,2.737137,2.568344,2.792206,2.563553,2.834106,2.581512,2.938248,2.638977,11.966095,11.799698,12.053482,11.875122,12.104950,11.889481,12.070251,11.961288,11.363968,11.768570,11.883484,11.798492,11.857162,11.834412,11.964905,11.718292,12.009186,11.754196,11.946945,11.829636
