Action,Lieux,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
S'allonger (depuis position debout),Maison,1.151138,0.741730,0.663925,0.594482,-0.577469,-1.486069,-1.483673,-1.565079,-0.923431,-2.393478,-0.852814,-3.991608,0.916504,-8.971542,-17.425476,-10.953949,-12.160629,-10.951553,-8.596848,-9.809509,7.572647,7.772552,7.218307,6.830444,6.272583,4.356033,4.332092,8.290909,11.009521,11.705032,13.145142,9.225845,2.981766,4.971344,2.423904,-1.024933,0.973022,0.184143,0.267929,1.862473,7.348373,8.201904,6.460114,4.639328,4.929031,4.611801,2.374420,6.291321,7.150848,5.454559,1.095917,-0.959518,-2.144638,-4.589127,-8.266617,-2.943100,0.383636,0.656570,-1.522156,-2.832977,16.072159,16.716187,14.342346,12.064255,10.624146,7.481766,5.222839,13.017151,17.236938,14.766113,13.388245,4.274719,1.753632,-8.589325,-23.268188,-14.921982,-10.803970,-10.110840,-9.851074,-10.780014
S'allonger (depuis position debout),Maison,1.105652,0.128815,0.514282,1.199020,0.660324,-0.637329,-0.579865,-0.433823,-1.172440,0.885376,4.878906,-2.804077,-2.975266,1.513855,-2.035538,-6.788040,-10.497849,-9.991470,-11.724884,-8.835083,7.140488,7.722275,7.897049,7.199142,5.963745,3.635376,4.678055,8.063446,9.764526,9.605316,10.270905,10.851501,8.505188,7.506805,8.721863,6.969299,1.438690,2.619034,1.042450,2.742340,5.982483,7.307663,5.565887,5.167252,4.726715,4.618973,4.439407,7.007202,13.794754,7.214294,-0.173019,7.926575,2.993317,0.293854,-0.705719,1.411942,-4.546021,-7.153305,-2.825790,-0.064087,14.228622,15.158752,13.977219,13.565414,11.350784,7.617020,8.537598,14.636826,22.386841,17.704987,14.976791,15.973999,8.523239,9.314514,5.980606,1.593201,-13.605179,-14.525742,-13.508224,-6.156830
S'allonger (depuis position debout),Maison,0.347885,0.605255,0.501114,0.195847,-0.502060,0.367035,1.926865,0.987137,-0.481705,0.875809,-1.302917,-2.280945,-5.437698,-10.677414,-12.151047,-8.183853,-7.149551,-16.264282,-11.102386,-8.327499,7.810867,7.065079,6.200760,4.954590,5.249069,7.608551,8.536301,10.314011,12.860229,11.041840,9.826782,5.988876,3.425888,0.641434,0.060837,0.533691,0.172165,2.605865,-2.281891,-0.476669,5.782562,6.537933,5.634125,5.100220,3.049576,6.035156,4.396317,9.469635,8.763336,4.578278,-2.846146,-1.316254,0.204071,-9.900665,-9.310486,3.923462,-1.554474,5.489273,-3.898392,-0.102386,13.941315,14.208267,12.335999,10.250656,7.796585,14.010742,14.859482,20.770782,21.141861,16.495926,5.677719,2.391678,-1.807739,-19.936646,-21.400696,-3.726700,-8.531860,-8.169144,-17.282669,-8.906555
S'allonger (depuis position debout),Maison,1.232544,0.090515,1.291199,0.053391,-0.312912,-0.166870,0.821930,-1.249054,0.209015,-4.723038,-1.465729,0.453232,1.078110,-7.798386,-13.030914,-13.269135,-12.866913,-13.000992,-7.357849,-9.060135,6.986069,6.969299,5.641724,3.370819,4.493698,6.850784,9.156403,10.059021,11.876221,14.244080,9.555038,5.817688,5.050354,0.545654,-2.420761,-1.211685,-3.030075,3.168503,1.702057,2.081543,5.126556,6.250626,5.579056,5.041550,2.777832,6.790512,7.365128,10.066986,3.907898,9.240982,-4.917130,7.578217,-1.622711,-11.262955,-9.850372,-2.848541,-2.060837,-0.164642,1.824951,-2.030914,13.345169,13.310440,12.511978,8.465759,6.958618,13.474426,17.343460,18.876953,15.993134,18.762024,3.172180,13.849136,4.505753,-18.515686,-25.302048,-17.329361,-17.957825,-9.997131,-3.830841,-9.009506
Courrir,Maison,1.546188,2.994675,2.473938,1.951996,0.176697,4.904053,2.569702,7.632248,-2.755005,-1.912247,-1.767395,6.345367,5.775543,11.716751,-12.684952,9.518875,-0.323685,0.502304,18.640778,1.473160,8.798477,8.652420,9.019943,10.652786,7.776154,14.427246,-1.566025,1.202866,11.988754,10.893402,9.698700,2.015701,0.217651,16.049316,21.177689,13.855026,-4.051208,1.364471,12.335907,7.683975,2.522858,0.951065,3.151337,5.893890,2.416306,10.363861,0.793045,4.659683,10.758911,15.720886,10.544632,4.765030,5.270203,-4.945862,9.922134,6.650452,13.828278,-7.292175,10.962418,12.943619,12.867523,12.598160,14.645218,18.498672,10.369156,29.695160,1.796722,13.494797,19.992661,24.702042,18.475937,13.126099,11.263397,22.820206,18.414871,30.024353,9.453384,-5.425400,41.939102,22.100754
Courrir,Maison,0.696243,-0.352417,-0.345230,0.533432,-0.479309,-0.317703,-0.394318,0.248520,1.127197,-0.792953,-1.970901,3.513016,-2.643677,2.045380,2.293167,2.861801,-2.245041,0.669907,-1.238281,3.356201,6.521591,6.306107,6.777771,7.169220,7.121338,6.999237,6.873535,7.247025,7.311676,10.200272,12.906921,8.939728,9.580185,2.263504,6.322876,8.460892,4.030426,5.155701,11.853470,1.958237,7.377106,8.084579,6.780945,6.352386,6.569061,6.638489,6.296112,4.239502,6.572647,6.266190,1.020493,16.865326,1.089920,7.761368,14.542938,0.299835,2.695236,11.736938,4.826080,4.578278,14.594940,14.038269,13.213486,14.055038,13.211090,13.320023,12.775330,11.735046,15.011520,15.673508,11.956512,29.318069,8.026428,12.070251,23.158981,11.622528,4.480621,17.562546,15.441269,9.892715
Courrir,Maison,1.710190,1.846649,1.153534,2.403305,2.023819,1.614410,-1.014420,5.680969,4.285156,-3.205109,-4.846329,4.495834,0.987137,4.869339,1.527023,-2.081039,1.258881,1.839478,3.311905,1.908905,7.415817,7.005219,6.701157,8.458496,7.080627,10.850311,9.440125,-0.465897,7.867126,7.711502,10.330765,7.835999,-0.147461,1.892395,12.447235,6.073868,5.597427,2.915924,2.340118,5.445389,3.839661,6.682785,4.408295,6.828827,9.391815,8.675949,5.982483,3.930649,13.968338,1.647781,9.394211,7.288513,8.654404,1.001343,5.028381,10.875031,10.582932,11.412521,7.839172,9.847916,12.965668,15.534653,12.262985,17.690628,18.496262,21.140671,14.408188,9.145721,26.120621,6.154175,14.878647,19.620346,9.494080,7.763077,19.002640,14.867859,17.439240,16.167923,13.491196,17.202209
Courrir,Maison,-0.353622,0.467590,4.602386,0.321548,3.829056,-1.955338,5.169800,1.804764,-1.040756,3.211349,-3.812042,-1.525574,2.206985,3.327469,-0.075882,3.149094,3.285568,0.800385,1.705399,4.526962,9.047470,10.189499,6.605377,13.400131,7.233856,18.613510,8.222672,0.927536,14.745667,10.324783,6.175629,8.963669,4.044785,8.707489,8.994797,9.608917,4.855225,8.624893,8.187958,5.043167,5.528778,1.002533,5.340836,-1.129501,2.300201,6.163239,6.837204,5.723907,6.654053,0.386032,-0.036545,2.731155,6.100983,7.204712,10.253738,6.369141,8.115707,8.976425,5.308502,7.342377,14.222626,11.659622,16.548599,12.592178,13.363113,22.821411,20.229675,8.456207,20.358963,13.922165,2.327042,10.169250,12.352753,19.239670,19.172653,19.127151,16.256500,18.401703,15.201859,16.912506
Courrir,Maison,2.991089,2.082489,0.241348,-0.269821,1.421692,-6.653961,3.965530,4.853775,3.739273,-4.379471,-5.982391,0.261688,2.272827,2.678635,0.685471,-0.733093,0.941650,-1.566284,0.283249,3.590836,8.374695,9.265335,9.127670,9.472443,7.053101,11.311188,1.093933,0.616287,13.578491,5.134140,10.645599,7.335617,2.552002,4.273438,7.971283,6.176819,5.256256,10.179932,7.729462,-0.378494,4.723129,5.289352,4.360397,0.929520,3.632568,11.249725,6.964096,10.628418,13.167480,11.526245,2.275055,8.711868,8.391037,8.930939,14.447174,1.863251,4.076691,10.373444,15.230087,1.471802,16.088913,16.637177,13.729416,10.132141,12.107361,15.906952,12.023560,16.098480,30.485245,12.280914,6.938263,16.309174,13.215866,15.883011,23.103928,7.306976,10.274597,18.987091,23.242798,4.684143
Courrir,Maison,0.414917,0.723770,0.459213,-0.700775,1.121216,0.341904,4.474289,-4.914566,3.746460,-4.531494,3.193390,1.640747,4.822647,2.417679,5.476257,2.216553,-1.501633,4.159454,4.495834,-0.852814,7.826431,8.047897,8.298080,8.531525,8.005997,10.841919,9.695099,7.727066,11.770874,3.243927,5.178436,8.982834,10.475616,7.115356,7.310471,6.998032,5.378357,9.598129,5.001266,8.883469,6.657639,5.780167,4.391525,4.563919,3.713974,6.426605,3.431458,7.733841,3.776215,8.946503,0.420746,5.850800,1.061188,7.153244,9.096130,2.208023,4.560318,6.056702,3.020844,5.556305,14.898987,14.551834,13.148819,12.394669,12.841187,17.610428,17.600845,10.546341,19.293549,7.658936,8.792572,16.474380,16.359451,16.686279,21.882858,11.422607,8.437042,19.814285,12.517944,13.586960
Courrir,Maison,1.173889,0.599274,0.322739,1.155930,-0.192001,1.329514,-3.473267,2.552948,3.745255,4.154663,2.449997,4.353378,-1.216721,2.403305,5.793503,1.214584,-0.381149,0.350281,4.690964,-1.660843,8.696716,9.144440,7.862335,8.560257,9.827988,10.293655,12.108459,5.776993,3.952606,10.676727,8.298080,7.024368,7.097397,6.604187,6.770584,4.813324,8.525528,9.343155,4.139359,8.750595,5.854385,3.467361,6.163239,3.686432,4.046768,5.632919,7.644058,3.971344,3.530807,7.626099,12.264862,2.392365,6.789322,9.679123,1.079147,11.021072,5.464127,4.909882,8.800446,6.654053,15.724991,13.211075,14.348312,13.402618,13.682755,17.256088,16.279251,12.301285,11.228668,22.457489,23.012939,13.770111,12.669998,18.686615,13.643234,17.048981,13.608505,14.603317,17.630768,13.743805
Courrir,Maison,1.248108,1.503082,0.040237,-1.810486,2.051361,-5.924927,1.825104,2.866592,3.893692,-1.592621,-2.934570,5.718079,-3.170395,4.489853,1.711380,-1.882309,-0.536774,1.497101,-3.310455,-2.704727,8.329208,10.154785,7.913818,8.999588,9.574188,8.482437,9.617294,3.076324,7.225479,7.924591,8.301682,5.360397,8.536301,3.893951,3.380402,11.985153,9.130066,3.249908,6.814880,8.390259,2.579117,1.930283,4.063522,5.887909,3.760651,13.572098,2.506088,6.722290,10.688278,8.017548,-0.947540,10.658356,7.005997,5.179214,2.259491,12.614410,2.537216,4.858398,7.438156,8.039093,12.156433,13.588150,12.017578,13.077011,15.386200,16.129608,13.948486,12.665207,21.807449,14.349518,4.419571,21.736832,12.371902,13.563019,7.351273,22.717255,11.130508,9.605408,10.942581,13.724625
Courrir,Maison,1.298386,0.286835,1.414505,2.677444,2.965942,4.491058,8.254730,4.427597,4.424011,4.101990,1.813141,0.802780,-3.123703,-3.455307,5.435562,3.595627,6.319031,-1.672821,-5.031891,-0.411072,7.990433,7.522369,7.539124,7.609756,10.770096,7.365540,14.542160,4.476944,0.300247,5.875153,11.308792,7.402649,8.596161,12.638779,2.581924,0.374481,10.717422,10.925720,7.670807,7.455322,4.703979,3.391953,6.680389,4.580673,3.994095,9.631241,9.245773,6.632507,4.946991,1.226395,10.869049,6.719894,11.908127,9.500763,4.578278,5.862762,10.888199,5.543137,5.926208,9.088959,13.992798,11.201157,15.634018,14.867874,17.730133,21.487839,32.042664,15.537048,9.671249,11.203537,23.990982,14.925323,17.380585,18.684235,12.595764,9.832870,27.924652,14.796036,8.565125,16.133209
Courrir,Maison,2.433228,1.544983,0.234161,0.437668,2.459564,0.556183,-2.278549,-3.249405,6.223251,3.988266,1.550964,1.121216,-0.678024,1.449219,1.079315,1.719757,1.367813,2.585266,-1.136520,-2.230667,8.987610,8.396240,8.713486,7.973663,8.652420,5.198792,13.813126,10.877838,0.848526,12.037827,10.929306,4.802551,5.547150,12.764465,4.891129,3.917892,11.263306,10.124863,5.112595,9.449692,0.546448,3.071121,2.976563,4.700378,4.572296,8.042694,0.650589,4.656082,-0.314270,7.849960,15.237259,1.403564,8.739395,9.738983,5.806503,5.421036,9.697083,4.946991,3.558350,7.757782,11.967285,13.012344,11.924210,13.111710,15.684280,13.797668,12.185165,12.284515,6.757507,23.876053,27.717529,7.327332,13.608521,23.952667,11.776947,11.058685,22.328201,17.657120,7.534424,14.976807
Courrir,Maison,-0.638519,1.437241,1.060165,1.634766,2.908478,1.193039,1.965164,2.066925,-1.680008,0.657928,3.436401,-6.823944,-1.185608,-2.538330,-5.715424,7.572388,2.469147,4.834625,-1.994843,-0.229111,8.244217,8.379486,8.095779,8.272949,7.741440,9.630463,8.422577,12.697433,11.579346,1.213638,5.986481,12.217392,2.955429,8.512360,7.183578,1.748749,5.253860,11.385406,3.820923,6.517990,5.482086,5.869949,4.353226,4.264633,4.021622,3.401520,7.735031,9.078186,11.717789,5.755020,9.716232,1.306595,6.935364,8.363510,9.525894,4.401108,6.087814,9.266129,4.146118,5.187607,13.087784,15.686676,13.509171,14.172348,14.671539,14.225021,18.122772,23.842545,21.617126,7.626587,19.139114,6.700043,8.705185,14.337540,10.994049,13.722244,13.810822,25.486160,5.972198,11.476486
Courrir,Maison,2.441620,3.018616,1.946014,1.262466,1.197830,-2.972870,2.934814,5.799484,4.566467,-2.077438,-1.609375,-0.212357,5.970673,1.671875,1.778427,0.584915,2.354233,5.921585,3.955948,3.908066,7.430191,8.371109,8.310059,7.785721,10.011139,6.425827,5.020416,10.027893,7.372726,7.899445,4.849243,4.798965,2.329346,10.892197,7.603760,6.798111,11.167542,5.397507,0.983795,10.981979,7.368713,4.210770,4.574692,5.385117,5.108597,1.603485,10.555405,10.387802,8.567017,10.268097,5.919037,5.940582,9.497162,5.075073,3.412308,6.625320,0.000565,4.541168,8.523926,8.405411,17.240524,15.600494,14.830765,14.433304,16.317566,5.056442,18.510635,26.215179,20.506210,16.090103,9.158905,10.527191,17.797180,17.639145,12.794495,14.008347,13.522339,15.860260,13.463669,23.295456
Courrir,Maison,0.971573,2.446396,2.313522,0.656738,5.578018,-0.060333,9.482956,0.948822,1.770035,6.174179,5.361343,-4.131668,-3.402634,2.001083,4.489853,4.198959,7.773499,2.072906,0.118042,5.137482,6.252243,7.190765,8.518356,11.499130,7.758194,9.280899,6.501236,5.037186,1.834930,8.204712,7.915009,7.043518,10.050644,4.558350,-2.891220,4.399124,6.173233,5.028809,6.097809,6.051132,6.468506,8.246201,4.146118,8.063034,10.329147,1.944656,6.349991,-2.308640,9.504349,5.948959,9.832352,8.182755,10.843903,4.706360,4.375961,10.095718,14.497452,7.954102,10.428513,3.227951,13.692322,17.883362,14.977997,20.218903,23.665359,11.165222,22.334183,3.677368,13.109314,20.327850,23.108704,11.094604,17.491913,11.265793,5.974594,18.693802,28.444183,15.055817,16.644363,14.416565
Courrir,Maison,1.391754,4.560486,1.269653,-1.289749,-3.384674,0.359863,2.962357,4.657455,-2.771759,-0.275803,-0.296158,0.035446,-0.318893,3.204163,0.751312,3.937988,0.989532,0.149170,6.108337,8.363678,5.658478,5.708755,7.719879,6.035568,13.793976,6.597000,5.657288,3.613831,11.854675,4.291382,5.790161,7.118942,5.756638,0.093155,7.364349,9.061829,2.841705,3.795792,11.148376,0.006958,3.229141,5.885513,6.633698,9.657578,6.889877,9.357101,2.053589,9.616867,6.376328,3.243515,8.659195,11.085724,6.314072,8.108521,6.746231,6.406250,8.031906,8.816010,6.170425,9.246964,10.279373,16.154755,15.623230,14.403397,17.299179,16.313965,10.673233,17.888153,15.459244,7.259094,14.153198,18.240112,11.751816,11.405838,14.861893,19.406067,11.863144,12.760971,23.427139,17.617599
Courrir,Maison,0.085724,2.818695,0.787216,0.860245,-0.091446,-2.884293,1.426468,2.289581,11.379166,-3.999985,-1.334045,-2.932175,-4.349533,5.507385,8.227203,0.149170,-2.983643,-3.275742,-3.197922,2.888138,8.366318,7.715103,8.401031,8.507584,9.370682,10.124863,10.191895,3.446228,4.153717,13.377380,6.326462,11.408157,8.725449,1.912750,6.205551,7.840790,5.835648,14.047760,11.891785,3.783813,7.760178,4.259842,5.083450,4.695587,2.757492,8.042694,5.344421,9.260132,10.472809,4.865585,-3.113098,9.850311,2.337311,7.144867,12.483932,-1.513763,-1.749603,-0.260406,2.841278,0.851700,16.212219,14.793640,14.271698,14.063416,12.036728,15.283264,16.962784,14.995941,26.005692,14.242981,1.879318,18.326294,6.713226,14.565002,26.916687,6.476196,1.102402,10.511612,11.535141,7.523651
Courrir,Maison,1.062561,1.834686,1.029037,1.755676,-1.634521,-8.350250,0.282043,1.948410,1.986710,2.496674,-1.046738,0.564560,2.193817,2.627167,2.630753,2.567307,6.493805,-2.367142,-0.150116,-1.769791,9.727417,9.240204,9.241394,10.212250,5.632141,6.722702,12.115646,3.629395,7.507996,8.981628,8.905014,7.267380,11.235764,6.844803,3.216385,13.206192,3.084717,5.595032,9.910583,17.020157,1.393982,0.934296,3.497299,2.308578,5.230698,8.303650,10.463226,5.539551,7.860733,7.913406,0.199280,7.258591,4.450180,8.071411,6.569061,-0.427994,6.760590,6.106979,8.437729,7.270554,12.183960,12.009186,13.767731,14.276505,9.228317,6.676102,22.860916,11.117355,17.355438,19.391708,8.057556,15.090530,17.879761,17.543381,12.416199,15.345505,16.339111,9.334869,18.198196,22.520920
Courrir,Maison,-0.097443,2.950378,0.061783,-0.093842,0.565750,1.415695,4.778351,0.675888,5.521759,11.491699,-6.031464,-4.541077,-3.030334,6.800262,3.724899,5.120728,0.639984,4.785538,-6.943649,1.714981,9.066620,8.554260,8.559052,8.826004,9.183945,9.964447,10.851501,10.614471,5.132950,-0.061264,10.219437,5.614182,10.263718,5.105423,2.757904,1.311798,12.436462,7.572647,3.182877,8.073029,1.268295,4.247879,4.703979,4.453781,3.722351,4.605804,9.370270,5.838821,-0.455536,7.798477,8.114517,10.485977,9.697083,14.742859,3.824097,6.859955,5.780167,0.997742,10.909744,7.481247,10.237473,15.752518,13.324814,13.185944,13.472046,15.985947,25.000122,17.129181,10.199173,19.228912,12.302490,11.559082,16.930466,26.648544,10.306900,13.292480,18.856613,13.355927,7.148972,17.269257
Courrir,Maison,1.100861,1.390564,0.790817,1.169098,3.232895,2.221344,0.074951,-3.340378,6.989395,-0.083069,-1.584229,-0.821686,-0.770203,-3.760559,6.362122,3.773987,3.898483,-3.065048,0.010300,-2.254608,7.443359,8.817627,8.204712,8.529129,10.120071,7.485260,8.226257,10.424133,2.422714,9.655594,7.709106,2.895569,13.542587,9.643631,3.291809,4.785797,11.456039,4.834869,6.582642,9.203094,7.067047,2.428284,7.640457,3.885162,4.706360,6.661240,6.414627,5.875931,12.744904,6.260208,4.031204,5.778976,9.020721,5.049942,-0.467499,10.421326,5.211548,5.618561,11.136002,4.574692,15.611267,12.636475,16.635986,13.583389,18.059326,16.367844,14.715836,12.959686,22.157013,15.832733,10.156082,7.852859,21.793106,10.933014,9.186432,18.981110,20.566071,7.388382,17.728943,11.523178
Courrir,Maison,0.305984,0.192261,-0.304535,1.517456,1.012283,0.229370,-0.160889,1.336685,0.338303,11.235519,2.042984,-5.339539,-0.674438,1.376190,3.602798,7.105515,-3.800064,1.728149,-4.514740,2.436829,8.203522,8.895432,8.452515,9.042679,9.125275,10.266113,9.845932,11.385406,5.082672,4.925858,10.330765,9.070221,5.832062,10.697083,5.524399,3.273849,12.751297,8.331604,6.401871,11.104095,6.220703,2.542007,4.533981,3.241119,3.294983,1.328156,7.894241,7.401047,7.440552,6.098602,9.615677,-3.225616,9.055435,4.786575,2.849670,5.777771,2.832901,2.419907,9.507935,5.330063,14.730209,11.629700,12.681961,13.801254,13.432541,11.823639,17.579285,20.123138,12.861526,22.259979,21.989426,0.505066,14.213058,16.859848,11.976868,16.157135,11.784134,12.479660,11.395065,18.870987
Courrir,Maison,3.502243,1.912491,1.718567,1.623993,1.844254,0.879395,3.254440,-0.476913,3.756027,3.350220,7.778290,-4.687119,5.872513,-0.918655,8.528870,1.293594,0.511887,1.426468,-1.671631,3.025803,8.858322,8.043106,8.050278,7.448151,8.549469,12.924881,8.300476,1.352509,1.682907,9.969238,9.450897,4.625381,7.396667,6.910645,0.209274,3.785019,10.869461,6.604187,6.212738,10.509125,3.936630,4.948181,4.756638,8.917770,4.845230,3.770233,8.200699,7.266968,8.656799,12.012268,7.934952,6.051910,7.708694,8.969238,7.159225,8.460480,5.745453,-0.514191,8.291687,11.696243,16.297195,14.903778,14.525482,17.989914,15.238953,17.574509,19.755615,8.142563,14.095734,25.331726,25.164139,5.990173,20.977875,14.961227,15.897369,13.539093,17.126801,7.516464,12.832794,25.231171
Courrir,Maison,0.829117,0.006714,2.004669,1.395355,0.364639,-0.701965,0.956009,2.445206,0.967987,2.241699,2.382950,3.593231,-2.623322,-4.041885,-1.905060,5.449936,2.999466,-0.906677,-2.010406,-1.931396,6.520386,9.116898,10.060211,8.492020,8.624893,8.137680,6.094223,7.406250,9.484406,4.895920,9.528702,4.848038,3.704803,8.410614,7.476868,2.631012,9.789673,8.089783,4.068726,11.078949,7.149643,2.316956,3.194427,6.005219,5.721512,4.812912,6.547501,7.197540,6.359558,10.185501,9.738983,16.786316,-3.832550,5.684402,4.063522,10.563782,15.206131,-0.408844,6.394272,5.203171,14.499146,11.440567,15.259308,15.892593,14.711044,12.248627,13.597733,17.048996,16.811951,17.323120,21.650635,25.227585,-2.751068,10.053131,9.635330,18.644730,27.995270,6.774261,8.452591,14.350723
Courrir,Maison,1.960373,2.664276,1.819122,2.378174,3.724899,2.396118,5.665405,2.306335,4.371338,0.563370,3.428024,1.851440,6.987000,5.736038,4.157059,0.334717,-1.116165,0.029449,5.042908,13.049118,9.460464,8.398636,8.531525,7.388290,8.481247,12.376602,-0.055283,6.200760,9.393433,5.709946,5.897903,7.747421,1.218430,4.238724,10.220627,4.988098,5.992462,8.002396,0.509750,5.589050,3.742706,4.730316,4.821289,5.127747,10.663147,11.291626,0.884018,6.062683,14.210144,3.727142,7.713486,-2.348145,12.682648,9.604904,10.020294,8.033112,3.727142,0.872055,12.710190,7.198730,15.163544,15.793228,15.171936,14.894211,22.869293,26.064346,6.494141,14.569778,27.974915,10.000458,17.039413,7.250717,20.888077,19.579666,24.397980,13.355927,8.603439,8.903900,18.262848,25.836899
Courrir,Maison,0.249725,1.409714,0.392181,0.198242,3.376556,1.652725,4.542526,4.815460,1.440842,5.546890,-1.361572,-3.439743,1.422882,4.299515,2.900101,0.168320,1.384567,4.670609,2.293167,5.387680,8.344772,7.937759,7.057892,6.411453,7.853958,10.187103,8.008392,13.167892,4.262665,-1.999374,10.339142,5.599823,5.341248,-1.238022,4.283005,11.262100,5.208374,9.126480,8.872696,3.811356,5.934586,5.727493,5.592224,0.013733,2.477371,15.637100,3.982117,18.718430,2.507294,1.692062,19.551620,6.095001,6.955719,8.616104,6.685181,4.605804,8.262955,9.011139,1.986557,10.262115,14.529083,15.074966,13.042297,6.623428,13.707886,27.476929,16.533035,36.701782,8.210800,5.239578,28.529190,8.255081,13.719849,11.677597,13.868286,16.036224,14.855896,22.808228,13.152420,19.461151
Courrir,Maison,-0.150116,0.821930,1.032623,1.030228,1.713776,1.461182,2.062134,1.598862,8.652176,4.972290,1.878983,-2.041534,0.084518,5.465485,4.146286,1.662308,-5.437698,2.540970,-0.709152,6.329803,8.720657,7.923386,8.172394,7.541519,8.106552,7.657639,9.915375,14.033401,5.866776,4.013657,8.501587,8.343582,11.195068,3.101471,3.931061,7.384705,8.474060,9.045074,9.109726,3.061966,5.121765,5.634125,4.567505,6.206329,5.149292,4.360397,5.072678,2.733551,6.642075,5.278580,6.688766,7.040710,10.180710,4.277802,5.853195,9.195496,3.656509,7.399841,1.632217,11.365845,13.692307,14.379440,13.772522,14.778076,14.969620,13.479218,17.050186,18.365814,21.161026,14.264526,17.069336,13.342758,21.460297,12.844757,13.930542,18.242508,6.692871,18.985886,10.032791,20.757614
Courrir,Maison,1.120010,2.202194,2.044174,0.784821,-1.213135,0.458023,0.920105,5.059677,6.022141,4.420425,5.604355,1.116425,4.495834,4.111572,2.133957,0.086914,-3.893448,-1.308899,-1.477692,9.984543,7.958115,8.363922,7.952118,8.130493,8.186752,8.587784,7.667206,6.343216,3.598267,4.660095,9.286896,8.991211,1.465027,4.844452,4.411102,8.974442,11.357880,10.920929,7.275757,-1.161407,5.946564,4.518417,6.168030,5.556305,4.560318,5.966919,2.158936,7.361542,11.894958,16.137482,9.384644,8.489212,10.916931,3.540390,7.541107,6.146484,4.263443,4.234711,4.835648,5.861572,15.024689,15.084534,16.164322,14.471619,11.533936,15.012726,10.746246,18.764435,21.515366,25.218002,24.275894,18.596848,16.877792,12.496414,14.086166,15.207840,11.727875,13.846741,10.633713,14.684708
Courrir,Maison,2.217758,1.938828,1.614410,-0.259048,-2.186371,-4.257355,5.806671,2.388947,-0.278198,-5.599319,-1.980469,3.451965,4.911240,3.861374,-1.311295,-0.254257,-1.199966,-2.292923,5.562454,6.004181,8.131683,8.250198,6.330048,5.216751,16.001434,12.435272,-3.960220,6.959732,6.336044,11.357880,7.943741,1.866058,1.818176,1.219635,7.833603,4.784592,8.984024,4.608627,6.691574,4.706787,7.096985,5.693970,4.220337,4.123383,10.075363,7.984024,6.133316,12.422882,11.034241,1.507721,5.358780,7.536316,9.662369,10.956436,2.158936,8.423370,4.484909,11.930878,5.605392,8.011566,17.446426,15.882996,12.164795,9.081085,23.890427,16.161942,7.979767,21.771561,17.092087,7.266281,11.322052,12.854340,16.391785,16.037445,8.681244,12.953705,12.268967,14.246582,17.859421,18.722534
Courrir,Maison,-0.178833,-1.516006,2.104034,0.054596,0.346695,5.439148,6.451904,-2.880692,3.547729,-1.693176,3.489075,9.509293,5.194946,-0.201584,-4.512344,1.176285,6.461472,13.252625,10.210800,2.382950,8.562637,10.076981,7.033951,8.612930,8.930161,6.880722,9.053452,5.786560,5.982895,8.673981,3.635376,0.362503,8.909805,9.526306,7.913818,8.403427,2.699249,-1.483429,7.856354,9.693909,1.083939,3.199219,4.572296,5.802917,8.820801,8.857910,4.138947,2.974167,11.156342,2.532425,5.716721,8.173172,11.496323,-1.680161,12.436050,-0.989441,4.709961,3.231537,10.077759,3.652924,9.467743,11.760193,13.710281,14.470444,18.097656,21.177780,19.644302,5.880035,20.686966,9.513229,12.841171,18.044968,25.601074,7.644562,15.837524,8.590271,13.870682,15.000732,28.144913,15.729782
Courrir,Maison,2.241699,2.253662,1.784409,3.129944,0.498718,2.192612,6.372894,7.081573,2.447601,0.016281,5.639069,2.350632,13.923004,2.345840,-6.586914,-4.138855,0.813553,4.677795,6.613510,16.867874,7.430191,8.134079,6.146896,11.379425,12.327530,8.517151,-3.822556,9.810028,6.130142,7.912613,10.602509,7.090210,-1.576797,0.835358,4.530807,6.363571,6.994446,-0.969864,-3.572372,7.171616,5.100220,3.601440,1.535248,6.223099,4.119781,-2.411591,14.990662,7.152039,7.393860,10.107681,16.227264,0.024506,6.312881,8.084579,11.176697,9.036285,5.563492,13.615189,2.375610,9.804825,14.772110,13.989182,9.466553,20.732468,16.946030,8.298172,17.541000,24.043640,15.971603,18.036575,32.468842,9.465347,18.659088,11.265778,9.120590,11.261002,13.371490,17.323120,5.416748,33.844315
